rank,feature,random_forest_importance,selected,ridge_coefficient,absolute_ridge_coefficient
73,KIAA0040 (9674),0.0005257266867280913,True,0.0006515408819204926,0.0006515408819204926
74,SBNO1 (55206),0.0005256285879406209,True,-6.0897001566018755e-05,6.0897001566018755e-05
75,TSPAN5 (10098),0.0005224747199609472,True,-0.004505037297402315,0.004505037297402315
76,ASTN1 (460),0.0005179083301495172,True,-0.0031356709335031837,0.0031356709335031837
77,CPLX1 (10815),0.0005155941016271278,True,0.001342293666898124,0.001342293666898124
78,ADRA2B (151),0.0005130533572630665,True,0.0006810839893381076,0.0006810839893381076
79,TSPAN4 (7106),0.000509343745153967,True,-0.002923592982169694,0.002923592982169694
80,IL32 (9235),0.0005046010289297717,True,-0.0018641490757032282,0.0018641490757032282
81,CPT1B (1375),0.0005038640645510621,True,0.0022773071510226355,0.0022773071510226355
82,RBM24 (221662),0.000502894308485908,True,-0.00403055572131703,0.00403055572131703
83,CATSPER1 (117144),0.0005019965420380746,True,-0.006156579704989037,0.006156579704989037
84,IFT88 (8100),0.0005006577715608531,True,0.004398800523131844,0.004398800523131844
85,RRP8 (23378),0.0004989679948921422,True,-0.0029310684064639114,0.0029310684064639114
86,TMEM225B (100289187),0.0004962373527784867,True,-0.0050014324915228035,0.0050014324915228035
87,FXN (2395),0.0004921308006795921,True,0.0011135091964596428,0.0011135091964596428
88,RUNX1 (861),0.0004916740224491207,True,0.001226407934302501,0.001226407934302501
89,TMEM81 (388730),0.0004889538281410998,True,-0.0010296244453143893,0.0010296244453143893
90,ZBTB45 (84878),0.0004870460142369713,True,0.002522598736019349,0.002522598736019349
91,PIMREG (54478),0.0004856901747783013,True,0.0011387025466455293,0.0011387025466455293
92,RPSA (3921),0.00048534216346583753,True,-0.0021969954312669837,0.0021969954312669837
93,RNF157 (114804),0.0004819545891579776,True,0.0023902867090383906,0.0023902867090383906
94,OR1E2 (8388),0.000480052549392697,True,4.861757326753151e-05,4.861757326753151e-05
95,NDUFS2 (4720),0.00047927962840401257,True,0.0035125315366994784,0.0035125315366994784
96,RHPN2 (85415),0.0004789143806135049,True,0.004674395274131114,0.004674395274131114
97,VEGFD (2277),0.0004770879246044437,True,0.0009489342074722105,0.0009489342074722105
98,FLI1 (2313),0.0004755575709662561,True,-0.006074630243939383,0.006074630243939383
99,EP300 (2033),0.00047337558278621756,True,0.0037569617661660907,0.0037569617661660907
100,STRAP (11171),0.0004729808848437303,True,-0.0042965196606078344,0.0042965196606078344
