rank,feature,random_forest_importance,selected,ridge_coefficient,absolute_ridge_coefficient
9399,DTX4 (23220),1.3133174156577068e-05,True,-0.0010087159636792203,0.0010087159636792203
9400,SULT1C4 (27233),1.3129982801095866e-05,True,0.0008303143234463345,0.0008303143234463345
9401,POGLUT1 (56983),1.3124693568664005e-05,True,0.001327158398641021,0.001327158398641021
9402,AKR7A2 (8574),1.3113225962807613e-05,True,0.0020130912736597444,0.0020130912736597444
9403,DDX23 (9416),1.311076260663535e-05,True,0.001159582578291598,0.001159582578291598
9404,PRF1 (5551),1.310321178425009e-05,True,-0.0011545214034148043,0.0011545214034148043
9405,ZBTB40 (9923),1.3085348582243871e-05,True,0.0006226983677704266,0.0006226983677704266
9406,PEX6 (5190),1.3083996943680282e-05,True,0.0040244724894955035,0.0040244724894955035
9407,GPR152 (390212),1.3083035767999482e-05,True,0.001342561211031163,0.001342561211031163
9408,SMIM21 (284274),1.3080783536931226e-05,True,0.001333491807510325,0.001333491807510325
9409,ITGB6 (3694),1.3077883136563049e-05,True,-0.002762687779955369,0.002762687779955369
9410,TRAPPC5 (126003),1.3062305932415377e-05,True,-0.0001640648085813063,0.0001640648085813063
9411,FAM20C (56975),1.3061457319490336e-05,True,-0.0013301399044601044,0.0013301399044601044
9412,GNE (10020),1.306067089458357e-05,True,-0.0021417718966232277,0.0021417718966232277
9413,ATP5MJ (9556),1.3059260837611421e-05,True,0.0002160605352343633,0.0002160605352343633
9414,AMIGO3 (386724),1.3057924253591969e-05,True,-0.0008428378424655729,0.0008428378424655729
9415,TRIOBP (11078),1.3055917748743423e-05,True,-9.285415723191538e-05,9.285415723191538e-05
9416,ZNF257 (113835),1.3052004849588412e-05,True,0.0016005986692687565,0.0016005986692687565
9417,MON1A (84315),1.3036777786174273e-05,True,-0.0004701314491013715,0.0004701314491013715
9418,BCAS3 (54828),1.303417563333872e-05,True,-0.0019746306936810325,0.0019746306936810325
9419,ACSL1 (2180),1.303407572576565e-05,True,0.0009024727313960166,0.0009024727313960166
9420,MCF2 (4168),1.3027222805771543e-05,True,-0.000939190853627501,0.000939190853627501
9421,GATA2 (2624),1.3009816217621733e-05,True,-0.00016802396208644502,0.00016802396208644502
9422,HYPK (25764),1.3009050845439552e-05,True,0.00019896863870112204,0.00019896863870112204
9423,PPL (5493),1.3007419796018327e-05,True,0.0018935568479823692,0.0018935568479823692
