feature,coefficient,absolute_coefficient
CALHM5 (254228),-0.0023212594525171006,0.0023212594525171006
REELD1 (345051),0.0023211100381788285,0.0023211100381788285
ZNF765 (91661),0.0023205399266584647,0.0023205399266584647
PVRIG (79037),-0.0023204062422632,0.0023204062422632
SH2D6 (284948),-0.0023196803797264063,0.0023196803797264063
ZNF653 (115950),-0.002319489034848481,0.002319489034848481
ADRA2A (150),0.0023191607837652617,0.0023191607837652617
AVPR1B (553),0.002318802901596364,0.002318802901596364
AADAC (13),-0.0023179802998894894,0.0023179802998894894
POLE4 (56655),0.002317954612561517,0.002317954612561517
RBP3 (5949),0.002317954358026387,0.002317954358026387
PDZRN4 (29951),-0.002317539975662892,0.002317539975662892
GEN1 (348654),-0.0023170400317071697,0.0023170400317071697
LRRC39 (127495),-0.0023166080496554568,0.0023166080496554568
SIRT4 (23409),0.00231629870751448,0.00231629870751448
CRAT (1384),-0.0023156634746722073,0.0023156634746722073
NRP2 (8828),-0.002315446396225072,0.002315446396225072
TMEM252 (169693),0.0023151401831428085,0.0023151401831428085
DUSP9 (1852),-0.0023148445447121833,0.0023148445447121833
UBAP1 (51271),-0.002314447591299007,0.002314447591299007
SMDT1 (91689),-0.00231408790062625,0.00231408790062625
CDCA7L (55536),-0.0023140365750642274,0.0023140365750642274
SRR (63826),-0.0023139391398820644,0.0023139391398820644
TMEM45A (55076),0.0023135972846822926,0.0023135972846822926
PCDH12 (51294),0.002312847477685795,0.002312847477685795
CPVL (54504),0.0023126276570481154,0.0023126276570481154
LRRC46 (90506),-0.0023125808018427518,0.0023125808018427518
WIPI2 (26100),-0.0023120755506357204,0.0023120755506357204
STRA8 (346673),0.0023117215196907064,0.0023117215196907064
TSPAN33 (340348),0.002311368620845718,0.002311368620845718
PDHA2 (5161),0.0023108578838009204,0.0023108578838009204
NFKBID (84807),-0.002310855832286837,0.002310855832286837
SSX4B (548313),0.0023097669603780535,0.0023097669603780535
SMIM10L1 (100129361),0.002309353945295732,0.002309353945295732
SGPP2 (130367),0.0023090202181075374,0.0023090202181075374
PPP6R2 (9701),0.002308664203661417,0.002308664203661417
TNIP2 (79155),-0.002308628956825545,0.002308628956825545
TST (7263),-0.0023079461914385264,0.0023079461914385264
SEC16B (89866),-0.0023071004527325796,0.0023071004527325796
SRPK1 (6732),0.0023069155696329195,0.0023069155696329195
SYNE2 (23224),0.002305562581483568,0.002305562581483568
EPHA5 (2044),0.002304547061908454,0.002304547061908454
TMEM184C (55751),-0.0023044552232294353,0.0023044552232294353
FHL1 (2273),0.0023037770611917772,0.0023037770611917772
FBXO40 (51725),0.0023037311518650334,0.0023037311518650334
EMID1 (129080),0.002303211204690442,0.002303211204690442
USP9X (8239),0.0023030475087782686,0.0023030475087782686
ERCC1 (2067),-0.002302922922789952,0.002302922922789952
RGS7 (6000),0.002302607013468859,0.002302607013468859
ZFPL1 (7542),0.0023023810822645216,0.0023023810822645216
GPR179 (440435),0.002301684455195654,0.002301684455195654
CFAP92 (57501),0.002301276197484226,0.002301276197484226
CNTNAP4 (85445),-0.002301073344651016,0.002301073344651016
SMIM5 (643008),0.002301068196908667,0.002301068196908667
C1orf122 (127687),0.0023007084146378287,0.0023007084146378287
DSEL (92126),0.00230052922436201,0.00230052922436201
INKA2 (55924),-0.002300435703218553,0.002300435703218553
ROCK1 (6093),-0.0023001084853660077,0.0023001084853660077
