feature,coefficient,absolute_coefficient
ZYX (7791),-1.6956716297080303e-05,1.6956716297080303e-05
FAM53B (9679),1.6954105343902086e-05,1.6954105343902086e-05
C17orf113 (110806298),1.6944877184516646e-05,1.6944877184516646e-05
HEATR9 (256957),1.6934820313115477e-05,1.6934820313115477e-05
CNNM4 (26504),1.69313958207229e-05,1.69313958207229e-05
NTPCR (84284),-1.6926503969259815e-05,1.6926503969259815e-05
SPATC1L (84221),-1.692439942698262e-05,1.692439942698262e-05
TACR2 (6865),1.692004273716593e-05,1.692004273716593e-05
H4C8 (8365),1.6919577724312202e-05,1.6919577724312202e-05
SNX6 (58533),-1.691636189706402e-05,1.691636189706402e-05
EPB41L5 (57669),1.691020040361286e-05,1.691020040361286e-05
TXNRD1 (7296),-1.690862183308857e-05,1.690862183308857e-05
ZHX1 (11244),1.6900710292964464e-05,1.6900710292964464e-05
FGF22 (27006),1.6894158677795043e-05,1.6894158677795043e-05
NABP1 (64859),-1.6894138847867477e-05,1.6894138847867477e-05
EFNA4 (1945),1.6892994602988243e-05,1.6892994602988243e-05
OR56B4 (196335),1.6892728373576477e-05,1.6892728373576477e-05
P3H3 (10536),-1.6887295501009688e-05,1.6887295501009688e-05
NR2F2 (7026),-1.6883174149236573e-05,1.6883174149236573e-05
GEM (2669),-1.6882271226520917e-05,1.6882271226520917e-05
FOXO1 (2308),1.68806660586952e-05,1.68806660586952e-05
SEMA4G (57715),1.6880107698740843e-05,1.6880107698740843e-05
BCL9 (607),1.687989940417062e-05,1.687989940417062e-05
SNW1 (22938),-1.687516860388774e-05,1.687516860388774e-05
TSGA10IP (254187),-1.687319106696926e-05,1.687319106696926e-05
METTL25 (84190),1.6869201791322222e-05,1.6869201791322222e-05
KLF7 (8609),-1.6859659381661945e-05,1.6859659381661945e-05
NAAA (27163),-1.6858815797625068e-05,1.6858815797625068e-05
TRIM40 (135644),1.685708674972853e-05,1.685708674972853e-05
KLF5 (688),1.685641805518145e-05,1.685641805518145e-05
SPI1 (6688),1.685576214533722e-05,1.685576214533722e-05
DDX47 (51202),-1.685518523873185e-05,1.685518523873185e-05
TMEM106C (79022),1.6844996037036862e-05,1.6844996037036862e-05
FSCN1 (6624),-1.6842588803812875e-05,1.6842588803812875e-05
GRAMD1A (57655),-1.684068140132742e-05,1.684068140132742e-05
SNAP25 (6616),-1.6833842484715047e-05,1.6833842484715047e-05
WT1 (7490),-1.682449048249971e-05,1.682449048249971e-05
TEKT1 (83659),-1.6821383691923076e-05,1.6821383691923076e-05
TMEM135 (65084),1.6818168839748596e-05,1.6818168839748596e-05
MAGEA6 (4105),1.6817828475231186e-05,1.6817828475231186e-05
CREG1 (8804),1.681594319927754e-05,1.681594319927754e-05
CFAP53 (220136),1.6815762559448814e-05,1.6815762559448814e-05
HTR3E (285242),1.6814493569911516e-05,1.6814493569911516e-05
CYP26A1 (1592),1.6814456571845244e-05,1.6814456571845244e-05
SLC10A5 (347051),1.6813926076514014e-05,1.6813926076514014e-05
CD59 (966),-1.679833373744786e-05,1.679833373744786e-05
ABCF3 (55324),1.6797703026627794e-05,1.6797703026627794e-05
CES3 (23491),1.6795833793953827e-05,1.6795833793953827e-05
FBXO15 (201456),1.6795249629897595e-05,1.6795249629897595e-05
ERICH6 (131831),1.679296404388544e-05,1.679296404388544e-05
TMEM156 (80008),-1.678357267325027e-05,1.678357267325027e-05
NLRP12 (91662),-1.6779868438861967e-05,1.6779868438861967e-05
DCAF4 (26094),-1.6778667049242368e-05,1.6778667049242368e-05
TGFB1I1 (7041),-1.6777019948346684e-05,1.6777019948346684e-05
RAP1GDS1 (5910),-1.6776747875384373e-05,1.6776747875384373e-05
RAB17 (64284),1.6772189165338983e-05,1.6772189165338983e-05
PHC1 (1911),-1.6771768914936682e-05,1.6771768914936682e-05
NUPR2 (389493),1.6770403772077314e-05,1.6770403772077314e-05
ZNHIT6 (54680),-1.676652042129159e-05,1.676652042129159e-05
CARMIL3 (90668),1.6765942106805925e-05,1.6765942106805925e-05
U2AF1L4 (199746),1.676524357412706e-05,1.676524357412706e-05
DHRS7B (25979),1.676286542951276e-05,1.676286542951276e-05
TIMM21 (29090),1.6762643455813642e-05,1.6762643455813642e-05
KLRG2 (346689),1.6762414696201742e-05,1.6762414696201742e-05
AARS1 (16),-1.6760144509017886e-05,1.6760144509017886e-05
KLLN (100144748),1.6751723411423737e-05,1.6751723411423737e-05
FNDC4 (64838),-1.6751446727361882e-05,1.6751446727361882e-05
CITED2 (10370),-1.675135296925814e-05,1.675135296925814e-05
IQCH (64799),1.6751074405812725e-05,1.6751074405812725e-05
ARHGAP32 (9743),1.674832283082956e-05,1.674832283082956e-05
PPP1R14B (26472),-1.6744774098216816e-05,1.6744774098216816e-05
IRF5 (3663),1.6744454323570966e-05,1.6744454323570966e-05
TMC6 (11322),1.674407399884637e-05,1.674407399884637e-05
HOMER1 (9456),1.6742253224778718e-05,1.6742253224778718e-05
IFFO1 (25900),-1.674045297297561e-05,1.674045297297561e-05
RBMS3 (27303),-1.6738185986470675e-05,1.6738185986470675e-05
FRRS1 (391059),1.673532912988765e-05,1.673532912988765e-05
TXN2 (25828),1.6733385782102004e-05,1.6733385782102004e-05
ANKRD52 (283373),1.6731869868526032e-05,1.6731869868526032e-05
CSF1 (1435),-1.672977092024421e-05,1.672977092024421e-05
KDM7A (80853),1.672728731858098e-05,1.672728731858098e-05
SLITRK3 (22865),-1.672376891859508e-05,1.672376891859508e-05
TAF9 (6880),-1.6723736718451383e-05,1.6723736718451383e-05
IL16 (3603),1.6722901475437257e-05,1.6722901475437257e-05
TSKU (25987),1.6715226862867303e-05,1.6715226862867303e-05
TBCCD1 (55171),1.670929307499063e-05,1.670929307499063e-05
AHCTF1 (25909),1.6704444650534235e-05,1.6704444650534235e-05
LPL (4023),1.670162955085547e-05,1.670162955085547e-05
SYPL1 (6856),1.6699281876181342e-05,1.6699281876181342e-05
DNAH11 (8701),-1.6696386712223957e-05,1.6696386712223957e-05
GDNF (2668),-1.66958195356152e-05,1.66958195356152e-05
LDAH (60526),-1.6694366062253412e-05,1.6694366062253412e-05
DENND1C (79958),1.6692367703239973e-05,1.6692367703239973e-05
IFI16 (3428),-1.6691739389441404e-05,1.6691739389441404e-05
ABHD15 (116236),1.669024342653195e-05,1.669024342653195e-05
LNX2 (222484),1.668792070494511e-05,1.668792070494511e-05
UBA5 (79876),1.6685056848597343e-05,1.6685056848597343e-05
EEIG2 (284611),1.668482361619708e-05,1.668482361619708e-05
ADRA2C (152),1.6681805542218065e-05,1.6681805542218065e-05
HLA-DMA (3108),1.6679100055039497e-05,1.6679100055039497e-05
TAMALIN (160622),1.66789213146746e-05,1.66789213146746e-05
HACD1 (9200),-1.667373628112389e-05,1.667373628112389e-05
IGSF9 (57549),1.6673097746844196e-05,1.6673097746844196e-05
MED19 (219541),-1.6671724447484783e-05,1.6671724447484783e-05
LRRC66 (339977),1.6671264109043494e-05,1.6671264109043494e-05
DDX19B (11269),-1.666778626679395e-05,1.666778626679395e-05
WDR91 (29062),1.665174501360683e-05,1.665174501360683e-05
TXNDC9 (10190),-1.6643957313066912e-05,1.6643957313066912e-05
UBE2E2 (7325),-1.6643307926280482e-05,1.6643307926280482e-05
TRAPPC8 (22878),1.663946207030859e-05,1.663946207030859e-05
ODAPH (152816),-1.6638694480210368e-05,1.6638694480210368e-05
THTPA (79178),1.663717478830089e-05,1.663717478830089e-05
CELF5 (60680),1.6634869964884135e-05,1.6634869964884135e-05
RANBP17 (64901),1.6634433618505367e-05,1.6634433618505367e-05
ZNF831 (128611),1.6629663953089593e-05,1.6629663953089593e-05
IGBP1 (3476),-1.662863058847221e-05,1.662863058847221e-05
IPO4 (79711),1.6627463111269733e-05,1.6627463111269733e-05
ACADM (34),1.6626787441378856e-05,1.6626787441378856e-05
PATE1 (160065),-1.6621662774958297e-05,1.6621662774958297e-05
APLN (8862),-1.662152648407037e-05,1.662152648407037e-05
RNF170 (81790),1.661950257651949e-05,1.661950257651949e-05
TMEM86B (255043),-1.6619051441777217e-05,1.6619051441777217e-05
LIMS4 (100288695),-1.66133826486899e-05,1.66133826486899e-05
KIF26B (55083),-1.661223473526641e-05,1.661223473526641e-05
LIAT1 (400566),1.6612033617370033e-05,1.6612033617370033e-05
CCIN (881),-1.6610253531328464e-05,1.6610253531328464e-05
ZBED3 (84327),1.6609109640421037e-05,1.6609109640421037e-05
LRRC51 (120356739),1.660866906460808e-05,1.660866906460808e-05
SCHIP1 (29970),-1.660609215002059e-05,1.660609215002059e-05
TGFB1 (7040),-1.659697835729326e-05,1.659697835729326e-05
CCT6B (10693),1.659314006990056e-05,1.659314006990056e-05
LRRC37B (114659),1.659286172485201e-05,1.659286172485201e-05
ADGRD2 (347088),1.6592024572399484e-05,1.6592024572399484e-05
MEI1 (150365),-1.659034591244824e-05,1.659034591244824e-05
ERVMER34-1 (100288413),1.658137322343569e-05,1.658137322343569e-05
HIF1AN (55662),1.6580144159400414e-05,1.6580144159400414e-05
LRRC34 (151827),-1.6575068061380462e-05,1.6575068061380462e-05
BCL2 (596),1.656949706281601e-05,1.656949706281601e-05
AP4M1 (9179),1.6565428003216908e-05,1.6565428003216908e-05
APC (324),1.6565249523475553e-05,1.6565249523475553e-05
CLDN11 (5010),-1.6563378560248162e-05,1.6563378560248162e-05
OR9K2 (441639),-1.65574346451608e-05,1.65574346451608e-05
LRRC37A3 (374819),1.6557032836712313e-05,1.6557032836712313e-05
FAHD2A (51011),-1.6555547360731074e-05,1.6555547360731074e-05
P2RY12 (64805),1.6555338364493e-05,1.6555338364493e-05
GPR146 (115330),1.655490025932258e-05,1.655490025932258e-05
UNC119 (9094),1.654976535001918e-05,1.654976535001918e-05
C2orf15 (150590),1.654949701526846e-05,1.654949701526846e-05
WNT5B (81029),-1.654684544392585e-05,1.654684544392585e-05
ATP6V1F (9296),1.6538589542116032e-05,1.6538589542116032e-05
SERPINB5 (5268),1.6531448629803193e-05,1.6531448629803193e-05
PGAM1 (5223),-1.653089285585857e-05,1.653089285585857e-05
PRRT1B (642515),1.6530260931763314e-05,1.6530260931763314e-05
PROSER3 (148137),1.6529898493330505e-05,1.6529898493330505e-05
ZNF404 (342908),-1.652469643950522e-05,1.652469643950522e-05
WHRN (25861),1.6521101886154044e-05,1.6521101886154044e-05
PLA2G6 (8398),1.6514083415192022e-05,1.6514083415192022e-05
CAPRIN2 (65981),-1.651118013502346e-05,1.651118013502346e-05
USP37 (57695),1.651080831957038e-05,1.651080831957038e-05
LACTB2 (51110),1.6503347059307075e-05,1.6503347059307075e-05
GPS1 (2873),-1.6499281025844105e-05,1.6499281025844105e-05
PXN (5829),-1.6498722985908118e-05,1.6498722985908118e-05
DMXL2 (23312),1.6497220206902553e-05,1.6497220206902553e-05
RDH16 (8608),1.6491092578800944e-05,1.6491092578800944e-05
ACSF3 (197322),1.6489164070330328e-05,1.6489164070330328e-05
SPMIP1 (100130705),1.648792401414096e-05,1.648792401414096e-05
KEAP1 (9817),1.64816567171888e-05,1.64816567171888e-05
ABCC11 (85320),1.6479487253560558e-05,1.6479487253560558e-05
SPATA2L (124044),1.6470069167921455e-05,1.6470069167921455e-05
SCG2 (7857),-1.6468876622901218e-05,1.6468876622901218e-05
GSTCD (79807),1.646626319169633e-05,1.646626319169633e-05
ACY1 (95),1.6457926226466857e-05,1.6457926226466857e-05
PVALEF (388428),1.6457023449775614e-05,1.6457023449775614e-05
TBC1D31 (93594),1.6454619717515015e-05,1.6454619717515015e-05
PPARGC1B (133522),1.6449108762772143e-05,1.6449108762772143e-05
FBXL2 (25827),-1.6446989622005536e-05,1.6446989622005536e-05
CLVS1 (157807),-1.6446754363604692e-05,1.6446754363604692e-05
IDS (3423),-1.6442884077329718e-05,1.6442884077329718e-05
IPO13 (9670),1.6442380564948427e-05,1.6442380564948427e-05
ALKBH1 (8846),-1.6440150144346353e-05,1.6440150144346353e-05
DPP9 (91039),-1.643894977283487e-05,1.643894977283487e-05
NAV1 (89796),-1.6437869471351737e-05,1.6437869471351737e-05
SMN1 (6606),-1.6437714270861125e-05,1.6437714270861125e-05
S1PR1 (1901),-1.6436769717806782e-05,1.6436769717806782e-05
CEP152 (22995),1.643007986062828e-05,1.643007986062828e-05
PCSK5 (5125),1.6428717905999296e-05,1.6428717905999296e-05
ARL6IP6 (151188),-1.6422966693177058e-05,1.6422966693177058e-05
H2AC15 (8330),1.6422625185583485e-05,1.6422625185583485e-05
RPRML (388394),-1.6422256920756906e-05,1.6422256920756906e-05
HNF4G (3174),1.641928509033962e-05,1.641928509033962e-05
ZNF652 (22834),1.641853296378882e-05,1.641853296378882e-05
GCHFR (2644),1.6417694938789283e-05,1.6417694938789283e-05
DBH (1621),-1.6414805810318786e-05,1.6414805810318786e-05
ZNF672 (79894),1.6414040189420723e-05,1.6414040189420723e-05
DOCK2 (1794),-1.641053227362362e-05,1.641053227362362e-05
GPR68 (8111),-1.6403085706929393e-05,1.6403085706929393e-05
ZBTB7C (201501),1.6402783338955428e-05,1.6402783338955428e-05
ITGA2B (3674),1.6394777995771585e-05,1.6394777995771585e-05
AASS (10157),-1.639437922937977e-05,1.639437922937977e-05
CEACAM1 (634),1.6389247647329366e-05,1.6389247647329366e-05
SLC27A4 (10999),1.6388083274782333e-05,1.6388083274782333e-05
IGDCC4 (57722),-1.6387207584468824e-05,1.6387207584468824e-05
MYO1D (4642),1.6386562074420816e-05,1.6386562074420816e-05
CWH43 (80157),1.6382777274182185e-05,1.6382777274182185e-05
RCOR3 (55758),1.6376482806643346e-05,1.6376482806643346e-05
TRAPPC1 (58485),-1.6374969126002812e-05,1.6374969126002812e-05
FAM216B (144809),-1.6369578224299156e-05,1.6369578224299156e-05
PI4K2A (55361),-1.6368507171594598e-05,1.6368507171594598e-05
TCTE1 (202500),-1.6368365526748606e-05,1.6368365526748606e-05
CIDEC (63924),1.6368041133435633e-05,1.6368041133435633e-05
GRXCR1 (389207),-1.6366002296869687e-05,1.6366002296869687e-05
CHCHD1 (118487),-1.636513038750722e-05,1.636513038750722e-05
PFN1 (5216),-1.6364998956450245e-05,1.6364998956450245e-05
HEATR5B (54497),1.6363868348062393e-05,1.6363868348062393e-05
EXO5 (64789),-1.6361668012058163e-05,1.6361668012058163e-05
IL32 (9235),-1.6361142750512618e-05,1.6361142750512618e-05
CDS2 (8760),1.6357962614073653e-05,1.6357962614073653e-05
CLDN3 (1365),1.6353206472436415e-05,1.6353206472436415e-05
IFNK (56832),1.635197813678313e-05,1.635197813678313e-05
JPH4 (84502),-1.634679130127523e-05,1.634679130127523e-05
RNF43 (54894),1.6342887213979476e-05,1.6342887213979476e-05
MMP28 (79148),1.634062138368705e-05,1.634062138368705e-05
DNAJC28 (54943),1.6339358485194594e-05,1.6339358485194594e-05
ETFRF1 (144363),-1.633899910847267e-05,1.633899910847267e-05
ATP2A3 (489),1.6338925107638232e-05,1.6338925107638232e-05
OPTN (10133),-1.6338245156879537e-05,1.6338245156879537e-05
AGPAT4 (56895),-1.633575479650176e-05,1.633575479650176e-05
PEPD (5184),1.6331668692048236e-05,1.6331668692048236e-05
CCNYL1 (151195),-1.6330036695976876e-05,1.6330036695976876e-05
ARHGEF18 (23370),-1.632956971699914e-05,1.632956971699914e-05
EIF2B2 (8892),-1.632613461973169e-05,1.632613461973169e-05
H2BC18 (440689),1.6326033522808318e-05,1.6326033522808318e-05
SARS1 (6301),-1.632450679739387e-05,1.632450679739387e-05
MYO5C (55930),1.632438509286687e-05,1.632438509286687e-05
FOXRED2 (80020),1.63237817332536e-05,1.63237817332536e-05
GANC (2595),1.6322723559467655e-05,1.6322723559467655e-05
FAM91A1 (157769),1.6317088837936383e-05,1.6317088837936383e-05
GHDC (84514),1.6315697780651425e-05,1.6315697780651425e-05
EIF6 (3692),-1.6314899572519404e-05,1.6314899572519404e-05
GLIPR1 (11010),-1.6307909554464967e-05,1.6307909554464967e-05
IL12RB2 (3595),1.6307483789818168e-05,1.6307483789818168e-05
SYT16 (83851),-1.6299049122979238e-05,1.6299049122979238e-05
HEMGN (55363),-1.6296416577897243e-05,1.6296416577897243e-05
NKD1 (85407),1.6287146820887366e-05,1.6287146820887366e-05
GJC3 (349149),1.6286491110659748e-05,1.6286491110659748e-05
NEK4 (6787),1.628540692772803e-05,1.628540692772803e-05
POM121C (100101267),1.6285101141491433e-05,1.6285101141491433e-05
NR2C1 (7181),-1.6284843067509947e-05,1.6284843067509947e-05
ANGEL1 (23357),1.628479047864464e-05,1.628479047864464e-05
ZSCAN12 (9753),-1.6274711092276395e-05,1.6274711092276395e-05
SEMA3G (56920),1.627394868311063e-05,1.627394868311063e-05
CFAP300 (85016),-1.6268055576936967e-05,1.6268055576936967e-05
INSM1 (3642),-1.62623181519992e-05,1.62623181519992e-05
MBOAT1 (154141),1.6260837562111304e-05,1.6260837562111304e-05
STK39 (27347),-1.6260662552737497e-05,1.6260662552737497e-05
TTC38 (55020),1.6258424078317905e-05,1.6258424078317905e-05
DNMBP (23268),-1.625311162122243e-05,1.625311162122243e-05
HOXA6 (3203),1.625147235450094e-05,1.625147235450094e-05
EVA1B (55194),-1.6249586500536068e-05,1.6249586500536068e-05
TUBB6 (84617),-1.6245331696503154e-05,1.6245331696503154e-05
NXF3 (56000),1.624380545724553e-05,1.624380545724553e-05
BABAM2 (9577),-1.6242181843665337e-05,1.6242181843665337e-05
RGSL1 (353299),1.6239810737403615e-05,1.6239810737403615e-05
RUSC2 (9853),-1.6236515255204543e-05,1.6236515255204543e-05
SPATA7 (55812),-1.6234498386890623e-05,1.6234498386890623e-05
SDHC (6391),1.6234149904963206e-05,1.6234149904963206e-05
MAP4K1 (11184),1.6233531520371443e-05,1.6233531520371443e-05
HELT (391723),1.6233275004578068e-05,1.6233275004578068e-05
INTS6L (203522),1.6228523325991345e-05,1.6228523325991345e-05
BCAR3 (8412),-1.6226559258229628e-05,1.6226559258229628e-05
SPDYE8 (728524),1.6222226933528807e-05,1.6222226933528807e-05
PLEKHA1 (59338),1.6221585386350395e-05,1.6221585386350395e-05
PLAAT2 (54979),1.6215903658813624e-05,1.6215903658813624e-05
SULT1C3 (442038),1.621254536003576e-05,1.621254536003576e-05
CDC42EP2 (10435),-1.6209852473772047e-05,1.6209852473772047e-05
GNA12 (2768),-1.6209594441700037e-05,1.6209594441700037e-05
FGF1 (2246),-1.6207357602622613e-05,1.6207357602622613e-05
RCVRN (5957),1.6207147116613934e-05,1.6207147116613934e-05
FBF1 (85302),1.6204908740632443e-05,1.6204908740632443e-05
TMEM192 (201931),1.6198712493146577e-05,1.6198712493146577e-05
SLC43A2 (124935),1.6198196189265927e-05,1.6198196189265927e-05
ZNF24 (7572),1.6197847288552315e-05,1.6197847288552315e-05
ALDOB (229),1.6197649884462747e-05,1.6197649884462747e-05
PIGZ (80235),1.619435847943217e-05,1.619435847943217e-05
CHRM3 (1131),1.6193759088646282e-05,1.6193759088646282e-05
DRD3 (1814),-1.6192429236021076e-05,1.6192429236021076e-05
FNDC8 (54752),1.6186935200430115e-05,1.6186935200430115e-05
LPIN1 (23175),-1.6186189212119616e-05,1.6186189212119616e-05
ZNF235 (9310),1.6180210822408007e-05,1.6180210822408007e-05
OR2AP1 (121129),1.617388949919735e-05,1.617388949919735e-05
NR1I3 (9970),1.6173390954096464e-05,1.6173390954096464e-05
ACADSB (36),1.617022818429524e-05,1.617022818429524e-05
MUC5B (727897),1.617017445575091e-05,1.617017445575091e-05
NEUROD1 (4760),-1.616864165117145e-05,1.616864165117145e-05
MAGEA11 (4110),1.616746141543896e-05,1.616746141543896e-05
SLC7A5 (8140),1.6166082582346568e-05,1.6166082582346568e-05
SEC23B (10483),1.615885606393293e-05,1.615885606393293e-05
GLYATL2 (219970),-1.6154311993156355e-05,1.6154311993156355e-05
NAPRT (93100),1.6149698339727405e-05,1.6149698339727405e-05
SLC16A3 (9123),-1.6149582600132434e-05,1.6149582600132434e-05
ZNF300 (91975),-1.6147114483849734e-05,1.6147114483849734e-05
TMEFF1 (8577),-1.6137990573131284e-05,1.6137990573131284e-05
MAU2 (23383),1.6136720069780748e-05,1.6136720069780748e-05
OR51E2 (81285),-1.61363301877457e-05,1.61363301877457e-05
FRMD6 (122786),-1.613441600448123e-05,1.613441600448123e-05
S100A12 (6283),1.6130243948244102e-05,1.6130243948244102e-05
ARHGAP30 (257106),1.6129773174540438e-05,1.6129773174540438e-05
ECI2 (10455),-1.6125704901223244e-05,1.6125704901223244e-05
VEGFB (7423),-1.6118459538867104e-05,1.6118459538867104e-05
RRP8 (23378),-1.6118289415509997e-05,1.6118289415509997e-05
ZNF786 (136051),1.6114714582596632e-05,1.6114714582596632e-05
LDHD (197257),1.611373004059512e-05,1.611373004059512e-05
CCDC168 (643677),1.6112576636839407e-05,1.6112576636839407e-05
KHK (3795),1.6111564620705227e-05,1.6111564620705227e-05
HEPH (9843),1.61097971327347e-05,1.61097971327347e-05
GPRASP2 (114928),-1.6108866875475532e-05,1.6108866875475532e-05
ENHO (375704),1.6107040001863685e-05,1.6107040001863685e-05
PRSS16 (10279),1.6106739174073117e-05,1.6106739174073117e-05
FUOM (282969),1.6104519095554864e-05,1.6104519095554864e-05
MYH15 (22989),-1.610213142203682e-05,1.610213142203682e-05
CTSK (1513),1.6101219845219985e-05,1.6101219845219985e-05
RFESD (317671),-1.6099567767295946e-05,1.6099567767295946e-05
ZNF497 (162968),1.6098469460520257e-05,1.6098469460520257e-05
RPL5 (6125),-1.6096527769143875e-05,1.6096527769143875e-05
TOR3A (64222),1.6095858655435058e-05,1.6095858655435058e-05
PTPRU (10076),1.609584272370168e-05,1.609584272370168e-05
LPCAT3 (10162),1.6092684007419276e-05,1.6092684007419276e-05
IL17RE (132014),1.609231210799538e-05,1.609231210799538e-05
APOBEC3C (27350),-1.6087372228755177e-05,1.6087372228755177e-05
POTEE (445582),1.6086148803894914e-05,1.6086148803894914e-05
LCN12 (286256),1.6085942161775198e-05,1.6085942161775198e-05
CTBS (1486),-1.607869475324047e-05,1.607869475324047e-05
ASMTL (8623),-1.6073615037377015e-05,1.6073615037377015e-05
TCEAL8 (90843),-1.6070853414738224e-05,1.6070853414738224e-05
CBX7 (23492),1.6069401991974022e-05,1.6069401991974022e-05
NMU (10874),1.6068488998588295e-05,1.6068488998588295e-05
CD101 (9398),1.6067332919607166e-05,1.6067332919607166e-05
CLCA4 (22802),1.606671129800903e-05,1.606671129800903e-05
SSU72L3 (143506),1.6063784080084465e-05,1.6063784080084465e-05
NHS (4810),-1.6060519447246893e-05,1.6060519447246893e-05
VSX1 (30813),-1.605941230038992e-05,1.605941230038992e-05
PDE4C (5143),1.605613583875195e-05,1.605613583875195e-05
AFAP1 (60312),-1.605392527488029e-05,1.605392527488029e-05
TPD52L2 (7165),-1.605339685275599e-05,1.605339685275599e-05
NAA35 (60560),1.6051750722868428e-05,1.6051750722868428e-05
GNG7 (2788),1.6048785609309597e-05,1.6048785609309597e-05
MTHFR (4524),1.604869356838399e-05,1.604869356838399e-05
PPP1R3G (648791),-1.6048038751749127e-05,1.6048038751749127e-05
ALDH7A1 (501),-1.6047707847086606e-05,1.6047707847086606e-05
ASH1L (55870),1.6045887173947017e-05,1.6045887173947017e-05
TAF11L2 (391742),1.6043197713162847e-05,1.6043197713162847e-05
RTL3 (203430),-1.6040707430295864e-05,1.6040707430295864e-05
VPS4B (9525),1.603967882631817e-05,1.603967882631817e-05
PIAS2 (9063),1.6038822267968637e-05,1.6038822267968637e-05
S100A7 (6278),1.6037928655796466e-05,1.6037928655796466e-05
NOSTRIN (115677),1.6036468115848334e-05,1.6036468115848334e-05
MARCHF9 (92979),-1.6036463636539548e-05,1.6036463636539548e-05
TRPS1 (7227),1.6033762963392626e-05,1.6033762963392626e-05
KRTCAP3 (200634),1.603370920366208e-05,1.603370920366208e-05
ADAMTS1 (9510),-1.6033278425764656e-05,1.6033278425764656e-05
ESRP1 (54845),1.602899215196367e-05,1.602899215196367e-05
CDHR5 (53841),1.6027635864480333e-05,1.6027635864480333e-05
UBE2M (9040),1.602554161755944e-05,1.602554161755944e-05
ANKRD33 (341405),-1.602463494058067e-05,1.602463494058067e-05
TMEM117 (84216),1.6023880720656986e-05,1.6023880720656986e-05
OR10V1 (390201),-1.601822668363437e-05,1.601822668363437e-05
COG2 (22796),1.6017357641944074e-05,1.6017357641944074e-05
FAM47A (158724),1.601717406316775e-05,1.601717406316775e-05
TARS2 (80222),1.601615682722079e-05,1.601615682722079e-05
CLVS2 (134829),-1.6015542401843687e-05,1.6015542401843687e-05
PRKCD (5580),1.6008639326690485e-05,1.6008639326690485e-05
SPPL2A (84888),1.6002050897060092e-05,1.6002050897060092e-05
CEP350 (9857),1.5996954620739324e-05,1.5996954620739324e-05
MDK (4192),-1.5994972978231624e-05,1.5994972978231624e-05
ZSCAN25 (221785),1.5991544408744197e-05,1.5991544408744197e-05
RNF125 (54941),1.5990584456914558e-05,1.5990584456914558e-05
DENND11 (57189),1.5988670626154205e-05,1.5988670626154205e-05
SRPX (8406),-1.5987244814645567e-05,1.5987244814645567e-05
H4C4 (8360),1.598556281904563e-05,1.598556281904563e-05
EPHX1 (2052),1.598442819588215e-05,1.598442819588215e-05
PGLYRP1 (8993),1.5984206406706947e-05,1.5984206406706947e-05
GYG1 (2992),-1.598349025037248e-05,1.598349025037248e-05
RELCH (57614),1.5981967386796552e-05,1.5981967386796552e-05
FRMD4A (55691),-1.59797716069467e-05,1.59797716069467e-05
TBL2 (26608),1.5977569344733634e-05,1.5977569344733634e-05
ZNF397 (84307),1.5971617018601173e-05,1.5971617018601173e-05
ZNRF2 (223082),1.5965865089941628e-05,1.5965865089941628e-05
KLC3 (147700),1.5964395352034566e-05,1.5964395352034566e-05
EFNB1 (1947),1.5964024489633627e-05,1.5964024489633627e-05
PRRT3 (285368),1.5958708507223074e-05,1.5958708507223074e-05
KRTAP10-6 (386674),1.5957880987860622e-05,1.5957880987860622e-05
MED12 (9968),1.5957786268586853e-05,1.5957786268586853e-05
HUNK (30811),1.5957698362989667e-05,1.5957698362989667e-05
IL13 (3596),1.595433985629023e-05,1.595433985629023e-05
CHMP2B (25978),1.595389953972113e-05,1.595389953972113e-05
ACTB (60),-1.5951836702215345e-05,1.5951836702215345e-05
TRPM4 (54795),1.5951389625095124e-05,1.5951389625095124e-05
NRF1 (4899),1.5947710166839677e-05,1.5947710166839677e-05
NOTCH1 (4851),1.5946034199989916e-05,1.5946034199989916e-05
OR51A7 (119687),-1.5945851587230363e-05,1.5945851587230363e-05
GPR83 (10888),1.5944632132481957e-05,1.5944632132481957e-05
FAM124B (79843),-1.594137905738114e-05,1.594137905738114e-05
ICAM1 (3383),-1.5939820739372126e-05,1.5939820739372126e-05
HNRNPA1L2 (144983),-1.5939269780529945e-05,1.5939269780529945e-05
MED31 (51003),-1.593899590620531e-05,1.593899590620531e-05
MRPL28 (10573),-1.5937974125974102e-05,1.5937974125974102e-05
TSACC (128229),1.593662609918004e-05,1.593662609918004e-05
ATP2A2 (488),1.59342150547065e-05,1.59342150547065e-05
B2M (567),-1.593023180483688e-05,1.593023180483688e-05
RHOBTB3 (22836),-1.5929807726635586e-05,1.5929807726635586e-05
ILVBL (10994),1.592712978317608e-05,1.592712978317608e-05
KCTD1 (284252),1.5922832161903402e-05,1.5922832161903402e-05
MSN (4478),-1.5921746761567692e-05,1.5921746761567692e-05
CATSPER2 (117155),1.5920516342301787e-05,1.5920516342301787e-05
TTYH1 (57348),1.5919821094937855e-05,1.5919821094937855e-05
DAG1 (1605),1.5918737130516293e-05,1.5918737130516293e-05
CSN3 (1448),-1.591731083227323e-05,1.591731083227323e-05
LGALSL (29094),1.591704707777237e-05,1.591704707777237e-05
PLIN1 (5346),1.5916830509525265e-05,1.5916830509525265e-05
