feature,coefficient,absolute_coefficient
PFDN1 (5201),-6.8896714405374196e-06,6.8896714405374196e-06
CYFIP2 (26999),6.889232145736526e-06,6.889232145736526e-06
CDNF (441549),6.8879664082982565e-06,6.8879664082982565e-06
NTSR1 (4923),-6.887604797368404e-06,6.887604797368404e-06
VGLL1 (51442),-6.886008328718697e-06,6.886008328718697e-06
CIB4 (130106),-6.885806475798597e-06,6.885806475798597e-06
COL16A1 (1307),-6.885056335789902e-06,6.885056335789902e-06
RGS16 (6004),6.8847891322281836e-06,6.8847891322281836e-06
SLC10A4 (201780),-6.88446875564959e-06,6.88446875564959e-06
ANKRD28 (23243),6.883618840699636e-06,6.883618840699636e-06
AJUBA (84962),-6.882759267665806e-06,6.882759267665806e-06
ZBTB24 (9841),6.8823861341461295e-06,6.8823861341461295e-06
TMEM72 (643236),-6.882282491619523e-06,6.882282491619523e-06
TMEM270 (135886),6.882042312152571e-06,6.882042312152571e-06
OR5I1 (10798),-6.880877952439542e-06,6.880877952439542e-06
CELF1 (10658),-6.878053552286004e-06,6.878053552286004e-06
OR8K1 (390157),6.877423666902539e-06,6.877423666902539e-06
CIMIP2B (730112),6.876731605359986e-06,6.876731605359986e-06
PGK2 (5232),6.876402733352908e-06,6.876402733352908e-06
CADPS (8618),-6.876262480393203e-06,6.876262480393203e-06
MIA3 (375056),6.874732446090694e-06,6.874732446090694e-06
PFDN6 (10471),-6.873529976316906e-06,6.873529976316906e-06
SIK2 (23235),6.873066108396286e-06,6.873066108396286e-06
CHMP4C (92421),6.873026197123384e-06,6.873026197123384e-06
PTPA (5524),6.872488609271059e-06,6.872488609271059e-06
VANGL1 (81839),6.871633002018291e-06,6.871633002018291e-06
CASKIN1 (57524),6.868527068258786e-06,6.868527068258786e-06
SOX9 (6662),-6.867899170078359e-06,6.867899170078359e-06
SOAT1 (6646),-6.867163681448997e-06,6.867163681448997e-06
FOXD4 (2298),6.86714445384545e-06,6.86714445384545e-06
C8A (731),-6.866643995017616e-06,6.866643995017616e-06
CXCL14 (9547),6.8651046426034265e-06,6.8651046426034265e-06
HIPK4 (147746),6.864697645907996e-06,6.864697645907996e-06
TXNL1 (9352),6.864645907302806e-06,6.864645907302806e-06
GALM (130589),6.8640472716244444e-06,6.8640472716244444e-06
HLA-DQA1 (3117),6.862103121595731e-06,6.862103121595731e-06
RPRM (56475),6.8618830921609045e-06,6.8618830921609045e-06
HLA-DQB1 (3119),6.861362162548784e-06,6.861362162548784e-06
GJB3 (2707),6.861329972971074e-06,6.861329972971074e-06
CALCOCO1 (57658),-6.86116558810152e-06,6.86116558810152e-06
USP17L13 (100287238),6.860378500647193e-06,6.860378500647193e-06
SHLD3 (112441434),-6.856152832732889e-06,6.856152832732889e-06
NPR2 (4882),-6.85427737472069e-06,6.85427737472069e-06
C3orf38 (285237),6.853746242944375e-06,6.853746242944375e-06
RTTN (25914),6.85234087027805e-06,6.85234087027805e-06
PTPN12 (5782),-6.852303677681459e-06,6.852303677681459e-06
POLE2 (5427),-6.8518582321819415e-06,6.8518582321819415e-06
RSAD1 (55316),6.8513530114752194e-06,6.8513530114752194e-06
ARID3B (10620),6.851138851041623e-06,6.851138851041623e-06
VPS39 (23339),6.850915972817977e-06,6.850915972817977e-06
C3AR1 (719),-6.850431508287725e-06,6.850431508287725e-06
GPAA1 (8733),6.849557306883514e-06,6.849557306883514e-06
DNTTIP2 (30836),-6.848359037048625e-06,6.848359037048625e-06
MPO (4353),6.847396752966007e-06,6.847396752966007e-06
CACNA1I (8911),-6.847299735442491e-06,6.847299735442491e-06
NODAL (4838),6.8471612867500416e-06,6.8471612867500416e-06
PALD1 (27143),-6.845565196826031e-06,6.845565196826031e-06
